code_a,desc_a,code_b,desc_b,n_both,n_a,n_b,support,lift,odds_ratio,or_ci_low,or_ci_high,or_adjusted,confounding_ratio,conf_a_to_b,conf_b_to_a,jaccard,leverage,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,same_chapter,obstetric,hospitals_contributing,pct_of_all_hospitals,top10_share_of_pairs,top10_share_of_discharges,concentration,hospital_dispersed
E840,Cystic fibrosis with pulmonary manifestations,K8681,Exocrine pancreatic insufficiency,2537,4088,7183,0.0003581408579146,612.0266187927955,2490.342972451379,2069.5827581577096,2996.646592648782,1942.067648664355,1.2823152551684267,0.6205968688845401,0.3531950438535431,0.2904740096175864,0.0003575556858863,Endocrine/metabolic,Digestive,Cystic fibrosis,Pancreatic disorders (excluding diabetes),False,False,271,5.932574430823117,0.20575482853764288,0.01126710856665309,18.26154663554135,True
N186,End stage renal disease,Z9115,Patient's noncompliance with renal dialysis,15789,216385,16198,0.0022288868764738,31.910431430492167,1319.9542995403272,1015.857786394695,1715.0819496677668,996.5536993549542,1.3245189901905965,0.0729671650068165,0.9747499691319916,0.0728295063516518,0.0021590386551695,Genitourinary,Factors/status,Chronic kidney disease,Unacceptable PDX,False,False,2044,44.74605954465849,0.03166761669516752,0.009406667744241972,3.366507413270971,True
E1043,Type 1 diabetes w diabetic autonomic (poly)neuropathy,K3184,Gastroparesis,11205,12672,53399,0.0015817770252004,117.3005828681036,1271.9999385865035,1097.763203758699,1473.891489734903,941.6642357930344,1.3507998819932594,0.8842329545454546,0.209835390175846,0.2042248386979185,0.0015682922070816,Endocrine/metabolic,Digestive,Diabetes mellitus with complication,Other specified and unspecified disorders of stomach and duodenum,False,False,2272,49.73730297723292,0.027755466309683178,0.015529648261068734,1.7872565973862615,True
E1143,Type 2 diabetes w diabetic autonomic (poly)neuropathy,K3184,Gastroparesis,25172,32579,53399,0.0035534574991829,102.49754111233386,845.4830604886239,783.7721535461949,912.0528234371342,883.8134735557227,0.9566306531706408,0.772644955339329,0.4713945954044083,0.4139723053646021,0.0035187887894693,Endocrine/metabolic,Digestive,Diabetes mellitus with complication,Other specified and unspecified disorders of stomach and duodenum,False,False,2758,60.37653239929948,0.029079930081042427,0.014125741744726176,2.0586480063533212,True
E840,Cystic fibrosis with pulmonary manifestations,J471,Bronchiectasis with (acute) exacerbation,691,4088,5076,9.754644573079016e-05,235.89141984111563,328.3677201836376,260.4067859435505,414.0650915371056,874.384917118885,0.3755413820101283,0.1690313111545988,0.1361308116627265,0.0815531688894134,9.713292307788276e-05,Endocrine/metabolic,Respiratory,Cystic fibrosis,Chronic obstructive pulmonary disease and bronchiectasis,False,False,147,3.2180385288966726,0.41678726483357453,0.010674206870460156,39.04620454630623,False
L89154,"Pressure ulcer of sacral region, stage 4",M4628,"Osteomyelitis of vertebra, sacral and sacrococcygeal region",2849,18334,4129,0.0004021849839175,266.5980306411985,1015.1408624871336,847.2478287717673,1216.3040561402513,802.2347957974046,1.265391214398903,0.1553943492963892,0.689997578106079,0.1452533904354032,0.0004006764019413,Skin,Musculoskeletal,Pressure ulcer of skin,Osteomyelitis,False,False,1231,26.94833625218914,0.053001053001053004,0.013010380720530845,4.0737511176298975,True
G061,Intraspinal abscess and granuloma,M4626,"Osteomyelitis of vertebra, lumbar region",1240,4966,4949,0.0001750471674474,357.4078720142392,634.913735294081,524.2005147162272,769.0100256450654,442.5371100592898,1.4347129785545378,0.2496979460330245,0.2505556678116791,0.1429394812680115,0.0001745573988073,Nervous,Musculoskeletal,CNS abscess,Osteomyelitis,False,False,669,14.645359019264449,0.06693548387096775,0.01529516975693148,4.376249818386871,True
K592,"Neurogenic bowel, not elsewhere classified",N319,"Neuromuscular dysfunction of bladder, unspecified",5534,7401,42860,0.0007812185682694,123.58426570598128,558.877107411603,484.6664080452296,644.4507314804706,432.4754957413625,1.2922746211402314,0.7477367923253614,0.1291180587960802,0.1237283967178661,0.0007748972249835,Digestive,Genitourinary,Other specified and unspecified gastrointestinal disorders,Other specified and unspecified diseases of bladder and urethra,False,False,1056,23.117338003502628,0.12757499096494399,0.009188705787355807,13.88389115042671,True
I462,Cardiac arrest due to underlying cardiac condition,I4901,Ventricular fibrillation,3375,6294,16297,0.0004764388630121,233.0805158803579,632.0770522133695,549.5689519525953,726.9722907658083,429.539541619285,1.471522388440783,0.5362249761677789,0.2070933300607473,0.1756348875936719,0.0004743947673862,Circulatory,Circulatory,Unacceptable PDX,Cardiac arrest and ventricular fibrillation,True,False,1256,27.495621716287214,0.04148148148148148,0.012466322830738565,3.3274833360804212,True
K651,Peritoneal abscess,T8143XA,"Infct fol a procedure, organ and space surgical site, init",3154,17100,6653,0.0004452409404267,196.38786679359356,456.5214691363354,398.57306638739504,522.894970479092,362.2863602309882,1.2601122185369174,0.1844444444444444,0.4740718472869382,0.1531142288460605,0.0004429737894683,Digestive,Injury/poisoning,Peritonitis and intra-abdominal abscess,"Complication of other surgical or medical care, injury, initial encounter",False,False,1346,29.46584938704028,0.05421686746987952,0.013890416238165788,3.9031852278775765,True
G911,Obstructive hydrocephalus,I615,"Nontraumatic intracerebral hemorrhage, intraventricular",1253,5898,6695,0.0001768823393642,224.78240785410733,350.64227369560155,292.6431457778507,420.136285015724,347.7420414591969,1.0083401829247758,0.2124448965751102,0.1871545929798357,0.1104938271604938,0.0001760954346368,Nervous,Circulatory,Other nervous system disorders (neither hereditary nor degenerative),Acute hemorrhagic cerebrovascular disease,False,False,470,10.288966725043784,0.14285714285714285,0.013153806464181326,10.860517314600315,True
G061,Intraspinal abscess and granuloma,M4646,"Discitis, unspecified, lumbar region",779,4966,3719,0.0001099691479367,298.7935111216612,447.94198653391777,357.5046275611853,561.2571357992055,313.1386600252121,1.430490845486316,0.1568666935159081,0.209464909922022,0.0985327599291677,0.0001096011039737,Nervous,Musculoskeletal,CNS abscess,Spondylopathies/spondyloarthropathy (including infective),False,False,500,10.945709281961472,0.07188703465982028,0.009448876698328088,7.607997961550306,True
D709,"Neutropenia, unspecified",R5081,Fever presenting with conditions classified elsewhere,11579,23793,27187,0.0016345735095757,126.80230837511712,427.8556095468505,395.08666968430185,463.34244272777767,300.11828638143754,1.4256232591007942,0.4866557390829235,0.4259020855555964,0.2938757899545697,0.001621682785972,Blood/immune,Symptoms/signs,Diseases of white blood cells,Unacceptable PDX,False,False,1925,42.140980735551665,0.09534502115899474,0.011933275972447012,7.9898446477848015,True
E840,Cystic fibrosis with pulmonary manifestations,K8689,Other specified diseases of pancreas,1050,4088,11904,0.0001482254240482,152.84530093487626,225.15240410554756,185.5081465826564,273.2688887704474,297.8288063588764,0.7559792716432017,0.2568493150684932,0.0882056451612903,0.0702717173069201,0.0001472556498834,Endocrine/metabolic,Digestive,Cystic fibrosis,Pancreatic disorders (excluding diabetes),False,False,226,4.947460595446585,0.21333333333333335,0.01041897680695615,20.475459086433805,True
O26893,"Oth pregnancy related conditions, third trimester",Z6741,"Type O blood, Rh negative",6106,29074,7290,0.0008619661326081,204.07560052287937,1583.1871562805202,1336.3630615980069,1875.5992617862248,290.93062378944524,5.441803051391103,0.210015821696361,0.8375857338820302,0.2017978716372529,0.0008577423737148,Pregnancy/childbirth,Factors/status,Other specified complications in pregnancy,Unacceptable PDX,False,True,1295,28.34938704028021,0.07369800196528005,0.010624657228706888,6.936506315343006,True
M19012,"Primary osteoarthritis, left shoulder",M75102,"Unsp rotatr-cuff tear/ruptr of left shoulder, not trauma",1719,15487,3604,0.0002426661942275,218.16767009199725,468.0468112684281,390.9893556415253,560.2910012194646,281.10274032529003,1.665038237360503,0.1109963194937689,0.4769700332963374,0.0989523370941745,0.0002415539020436,Musculoskeletal,Musculoskeletal,Osteoarthritis,Tendon and synovial disorders,True,False,885,19.373905429071804,0.05991855730075625,0.00494381197675543,12.119910219579213,True
O26893,"Oth pregnancy related conditions, third trimester",Z6711,"Type A blood, Rh negative",4958,29074,5894,0.0006999063356487,204.95485123331432,1548.6423129543286,1281.6370553010404,1871.27315299822,280.8426189049877,5.514271014109337,0.1705303707780147,0.8411944350186631,0.1652115961346218,0.0006964914063048,Pregnancy/childbirth,Factors/status,Other specified complications in pregnancy,Unacceptable PDX,False,True,1217,26.64185639229422,0.06676079064138765,0.009933220917289508,6.720961025359412,True
I953,Hypotension of hemodialysis,N186,End stage renal disease,5496,5970,216385,0.0007758542195896,30.137820279622108,377.18874236973926,293.6561610560482,484.4827599013364,266.8407904727744,1.413534796166119,0.9206030150753768,0.0253991727707558,0.0253436564772501,0.0007501106783384,Circulatory,Genitourinary,Hypotension,Chronic kidney disease,False,False,1495,32.7276707530648,0.05349344978165939,0.014319564132553055,3.73568980776805,True
C73,Malignant neoplasm of thyroid gland,C770,"Sec and unsp malig neoplasm of nodes of head, face and neck",793,3813,6302,0.000111945486924,233.7731241556741,337.3266409005745,270.6938911665316,420.3613985188224,266.76341420063324,1.2645161328114902,0.2079727248885392,0.1258330688670263,0.0850675820639347,0.0001114666231225,Neoplasm,Neoplasm,Endocrine system cancers - thyroid,Secondary malignancies,True,False,386,8.450087565674256,0.17023959646910466,0.010909108875808976,15.605270641913945,True
K8000,Calculus of gallbladder w acute cholecyst w/o obstruction,K82A1,Gangrene of gallbladder in cholecystitis,2369,23414,5045,0.0003344247900669,142.0675443600912,296.8891763530346,255.08246242035267,345.54779736417686,261.9238444872612,1.1334942679015003,0.1011787819253438,0.4695738354806739,0.0908010732081257,0.0003320708056183,Digestive,Digestive,Biliary tract disease,Unacceptable PDX,True,False,1370,29.991243432574432,0.03123680878007598,0.008213805998329993,3.8029640323166825,True
G44209,"Tension-type headache, unspecified, not intractable",J310,Chronic rhinitis,964,5369,6491,0.0001360850559833,195.9469998705028,280.14080761574235,229.6675249675407,341.70643891726496,261.2976155816919,1.0721139073240389,0.179549264295027,0.1485133261438915,0.0884728340675477,0.0001353905566744,Nervous,Respiratory,Headache; including migraine,Other specified and unspecified upper respiratory disease,False,False,11,0.24080560420315236,0.9989626556016598,0.0075254753624641,132.74412678092472,False
K435,Parastomal hernia without obstruction or gangrene,Z433,Encounter for attention to colostomy,726,3789,5815,0.000102487293199,233.41507105126465,329.6587511646635,262.5065968125926,413.9891855633257,247.8486318530281,1.330080980072337,0.1916072842438638,0.1248495270851246,0.0817751745888713,0.0001020482157533,Digestive,Factors/status,Abdominal hernia,Other aftercare encounter,False,False,544,11.908931698774081,0.06336088154269973,0.008986836876509164,7.050409661748701,True
C7951,Secondary malignant neoplasm of bone,M8458XA,"Pathological fracture in neoplastic disease, oth site, init",3389,66237,4448,0.0004784152019994,81.48407384310406,357.15840751722976,296.7934900736277,429.800963722615,246.043478383751,1.4516068861625109,0.0511647568579494,0.7619154676258992,0.0503596053257251,0.0004725439294987,Neoplasm,Musculoskeletal,Secondary malignancies,"Pathological fracture, initial encounter",False,False,1240,27.145359019264447,0.08143995278843316,0.011491705375853796,7.0868465667031115,True
E1152,Type 2 diabetes w diabetic peripheral angiopathy w gangrene,I96,"Gangrene, not elsewhere classified",11497,31657,24078,0.0016229978097929,106.84666291549864,319.0918229191899,295.4890712895795,344.5798892308554,237.80305152138416,1.3418323309047022,0.3631740215434185,0.4774898247362737,0.2598896875988968,0.0016078078378695,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Gangrene,False,False,2240,49.03677758318739,0.031399495520570586,0.01032481837091789,3.041166865367253,True
G912,(Idiopathic) normal pressure hydrocephalus,Z982,Presence of cerebrospinal fluid drainage device,1699,6982,16414,0.000239842852817,105.01847389117388,154.36854820482944,132.60162089887237,179.70857756739076,236.37643907651236,0.6530623306109714,0.2433400171870524,0.1035091994638723,0.0783057565562059,0.0002375590369899,Nervous,Factors/status,Other nervous system disorders (neither hereditary nor degenerative),Unacceptable PDX,False,False,913,19.986865148861646,0.06180105944673337,0.00955446966707864,6.468287785734272,True
M19011,"Primary osteoarthritis, right shoulder",M75101,"Unsp rotatr-cuff tear/ruptr of right shoulder, not trauma",2559,18338,5364,0.0003612465334661,184.28761345800203,408.33826243551647,351.8802762633872,473.8547392865221,233.8131080768565,1.7464301543833545,0.1395462973061402,0.477069351230425,0.121032965993473,0.0003592863011602,Musculoskeletal,Musculoskeletal,Osteoarthritis,Tendon and synovial disorders,True,False,1160,25.394045534150614,0.05549042594763579,0.006925091811533491,8.012951662997231,True
E1152,Type 2 diabetes w diabetic peripheral angiopathy w gangrene,I70261,"Athscl native arteries of extremities w gangrene, right leg",2468,31657,4164,0.0003484003300486,132.62679534177232,351.45490010152315,297.2086038388352,415.6021905488041,221.2165439933847,1.5887369622410932,0.0779606406166092,0.5926993275696446,0.0739963421581267,0.0003457734074184,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Peripheral and visceral vascular disease,False,False,1122,24.56217162872154,0.05186385737439222,0.01038001469549204,4.996510977669067,True
C782,Secondary malignant neoplasm of pleura,J910,Malignant pleural effusion,2094,4890,18665,0.0002956038456733,162.51985327349013,319.1924560130532,272.9789907329923,373.229543057766,220.431836205349,1.4480324689383848,0.4282208588957055,0.1121885882668095,0.0975723405246726,0.0002937849673042,Neoplasm,Respiratory,Secondary malignancies,Unacceptable PDX,False,False,939,20.556042031523642,0.12989493791786055,0.012940079519410825,10.0381869928242,True
C786,Secondary malignant neoplasm of retroperiton and peritoneum,R180,Malignant ascites,4920,25146,9909,0.0006945419869688,139.87270079941737,343.9114528738665,307.69806357748433,384.3868435266567,219.9616120810049,1.5635066938280795,0.1956573610116917,0.4965183166818044,0.1632653061224489,0.0006895764577197,Neoplasm,Symptoms/signs,Secondary malignancies,Unacceptable PDX,False,False,1439,31.501751313485112,0.08678861788617886,0.010569178569991693,8.211481839524552,True
K047,Periapical abscess without sinus,K122,Cellulitis and abscess of mouth,1340,10363,4539,0.0001891638744996,201.80211569636643,328.27971850480554,274.5505855191169,392.5235612877268,217.92186552256624,1.506410188429722,0.1293061854675287,0.2952192112800176,0.0988054859165314,0.000188226501401,Digestive,Digestive,Disorders of teeth and gingiva,Diseases of mouth; excluding dental,True,False,704,15.411558669001751,0.09776119402985074,0.012082913067200466,8.090862980321134,True
N401,Benign prostatic hyperplasia with lower urinary tract symp,R338,Other retention of urine,45771,93961,58945,0.0064613579848683,58.54130457453625,502.9766027806087,475.1429797362862,532.4407046593305,211.71316404299648,2.375745528409656,0.4871276380626004,0.7765035202307236,0.4272273300042003,0.0063509853508481,Genitourinary,Symptoms/signs,Hyperplasia of prostate,Genitourinary signs and symptoms,False,False,3204,70.1401050788091,0.02630486552620655,0.013410307031320031,1.9615408852885343,True
E11621,Type 2 diabetes mellitus with foot ulcer,L97529,Non-pressure chronic ulcer oth prt left foot w unsp severity,17695,67547,25459,0.002497951312889,72.89030345431202,320.3960393954877,297.2685408210005,345.32285783354234,211.67927940705783,1.5135918843495697,0.261965742371978,0.6950390824462862,0.2349590365285283,0.0024636813044721,Endocrine/metabolic,Skin,Diabetes mellitus with complication,Non-pressure ulcer of skin,False,False,2653,58.07793345008756,0.02554393896580955,0.011200336542296125,2.2806403065967977,True
S0219XA,"Oth fracture of base of skull, init for clos fx",S066X9A,"Traum subrac hem w LOC of unsp duration, init",1563,5797,9581,0.000220644131226,199.3477944613117,325.5528075782775,275.945561833974,384.0780399500172,210.06974357675549,1.5497367780587912,0.2696222183888218,0.1631353720905959,0.1131378935939196,0.0002195373011664,Injury,Injury,"Fracture of head and neck, initial encounter","Traumatic brain injury (TBI); concussion, initial encounter",True,False,511,11.186514886164623,0.09660908509277032,0.012406467992837183,7.7869934576502455,True
C8339,"Diffuse large B-cell lymphoma, extrnod and solid organ sites",Z5111,Encounter for antineoplastic chemotherapy,1625,3695,28671,0.0002293964895984,108.65824330894247,204.7286025592432,171.67251978321107,244.14973787761448,209.2425613039116,0.9784271482984184,0.4397834912043302,0.0566774789857347,0.0528609999674701,0.0002272853153091,Neoplasm,Factors/status,Non-Hodgkin lymphoma,Encounter for antineoplastic therapies,False,False,399,8.734676007005254,0.20861538461538462,0.012222668467017373,17.06790830319329,True
S020XXA,"Fracture of vault of skull, init encntr for closed fracture",S066X9A,"Traum subrac hem w LOC of unsp duration, init",929,3883,9581,0.000131144208515,176.89032541791025,257.1113464057515,209.5741598565861,315.4312749998166,209.14555486774847,1.2293416734022091,0.2392480041205253,0.0969627387537835,0.0741124850418827,0.0001304028213973,Injury,Injury,"Fracture of head and neck, initial encounter","Traumatic brain injury (TBI); concussion, initial encounter",True,False,417,9.128721541155867,0.11194833153928956,0.013125149548865334,8.529299504169646,True
E1152,Type 2 diabetes w diabetic peripheral angiopathy w gangrene,I70262,"Athscl native arteries of extremities w gangrene, left leg",2389,31657,4104,0.0003372481314773,130.2583699219109,335.5302400467173,283.5856366760081,396.9895771358448,207.96079085667884,1.61343029454988,0.0754651419907129,0.5821150097465887,0.0715869591274122,0.0003346590607583,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Peripheral and visceral vascular disease,False,False,1093,23.927320490367777,0.04981163666806195,0.010331029722020863,4.821555837932315,True
K3189,Other diseases of stomach and duodenum,K766,Portal hypertension,16112,27132,55750,0.0022744838402525,75.45523407569306,258.82015537650534,241.37969492115164,277.5207452764428,204.0817891166788,1.2682177890381547,0.5938375350140056,0.2890044843049327,0.2413059757376067,0.0022443403536128,Digestive,Digestive,Other specified and unspecified disorders of stomach and duodenum,Other specified and unspecified liver disease,True,False,2091,45.774956217162874,0.04965243296921549,0.013155641636098114,3.774231188615906,True
E230,Hypopituitarism,E2749,Other adrenocortical insufficiency,548,5388,3691,7.735955464612592e-05,195.19807203742243,255.04466101532148,197.98471813439747,328.5494947557721,199.5492746131489,1.2781036739409717,0.1017074981440237,0.1484692495258737,0.0642363146172781,7.696324153791399e-05,Endocrine/metabolic,Endocrine/metabolic,Pituitary disorders,Other specified and unspecified endocrine disorders,True,False,332,7.267950963222416,0.1332116788321168,0.01141095781151514,11.67401378854358,True
R636,Underweight,Z681,"Body mass index [BMI] 19.9 or less, adult",10001,12366,151769,0.0014118118722917,37.74832713951298,206.6688819782734,183.2418212318803,233.0910405223504,191.9488398356115,1.076687320200885,0.8087497978327672,0.0658961975106905,0.0648850999779412,0.0013744112249181,Symptoms/signs,Factors/status,Other general signs and symptoms,Unacceptable PDX,False,False,1749,38.28809106830123,0.07949205079492051,0.007897732927430949,10.065173325730383,True
I8511,Secondary esophageal varices with bleeding,K766,Portal hypertension,5289,7450,55750,0.0007466326359915,90.2067466698769,340.7225283132637,297.5614809067568,390.1440500511592,188.34526230008404,1.8090315846140168,0.7099328859060403,0.0948699551569506,0.0913297991745955,0.0007383557313967,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Other specified and unspecified liver disease,False,False,1615,35.35464098073555,0.0463225562488183,0.011636260456068455,3.980879976320959,True
S020XXA,"Fracture of vault of skull, init encntr for closed fracture",S065X9A,"Traum subdr hem w LOC of unsp duration, init",1032,3883,13991,0.0001456844167788,134.56439023114322,197.45188613034105,162.42008970776126,240.0395628802941,188.04353883465933,1.0500328134323944,0.2657738861704867,0.0737617039525409,0.0612753829711435,0.000144601779563,Injury,Injury,"Fracture of head and neck, initial encounter","Traumatic brain injury (TBI); concussion, initial encounter",True,False,444,9.719789842381786,0.10852713178294573,0.013298502711466507,8.160853453777865,True
C250,Malignant neoplasm of head of pancreas,K831,Obstruction of bile duct,2435,6693,25472,0.0003437418167213,101.17697532912396,175.1201972449089,152.6717966144187,200.8693430165576,183.21509703222,0.955817506753346,0.363812938891379,0.0955951633165829,0.0819038008745375,0.0003403443854816,Neoplasm,Digestive,Endocrine system cancers - pancreas,Biliary tract disease,False,False,915,20.030647985989493,0.08172484599589322,0.014461860539639361,5.651060302503181,True
E890,Postprocedural hypothyroidism,Z85850,Personal history of malignant neoplasm of thyroid,8903,42781,15249,0.0012568104288585,96.67421953408288,291.30407461202475,266.1110797362894,318.8821148283667,177.09527326773178,1.644900336620688,0.208106402374886,0.5838415633812053,0.1812241740794268,0.0012438099574306,Endocrine/metabolic,Factors/status,Postprocedural or postoperative endocrine or metabolic complication,Unacceptable PDX,False,False,2073,45.38091068301226,0.051443333707738965,0.015345848735248923,3.352263833382853,True
G9529,Other cord compression,M8458XA,"Pathological fracture in neoplastic disease, oth site, init",517,4246,4448,7.298337545993996e-05,193.9154320973273,249.72756652812805,192.75423548810977,323.540789265342,176.360970632076,1.4160024501629067,0.121761658031088,0.1162320143884892,0.0632261220496514,7.260700842885545e-05,Nervous,Musculoskeletal,Other nervous system disorders (neither hereditary nor degenerative),"Pathological fracture, initial encounter",False,False,339,7.421190893169878,0.11992263056092843,0.012112134650798547,9.901031817956383,True
I5084,End stage heart failure,Z95811,Presence of heart assist device,781,7573,3947,0.0001102514820777,185.08982647438924,256.99672214892746,206.62020754204943,319.6556424997864,174.88826080212073,1.469490982243281,0.1031295391522514,0.1978718013681276,0.0727255796629108,0.0001096558173447,Circulatory,Factors/status,Heart failure,Unacceptable PDX,False,False,148,3.2399299474605954,0.3700384122919334,0.01018958031735769,36.315373230984044,False
G919,"Hydrocephalus, unspecified",I615,"Nontraumatic intracerebral hemorrhage, intraventricular",1302,10849,6695,0.0001837995258198,126.98057557161032,178.76689668421253,150.8192796959928,211.8933561711806,173.86543131863783,1.0281911437391595,0.1200110609272744,0.1944734876773711,0.0801625415589213,0.0001823520640722,Nervous,Circulatory,Other nervous system disorders (neither hereditary nor degenerative),Acute hemorrhagic cerebrovascular disease,False,False,561,12.28108581436077,0.10061443932411675,0.012758256332578325,7.886221808163302,True
E1169,Type 2 diabetes mellitus with other specified complication,M86171,"Other acute osteomyelitis, right ankle and foot",6156,66152,8869,0.0008690244861342,74.32716615796329,265.2785492595785,234.7358150716877,299.7953621852505,171.6262094379814,1.5456762118576015,0.0930584109323981,0.6941030555868757,0.0893922892615987,0.0008573326037303,Endocrine/metabolic,Musculoskeletal,Diabetes mellitus with complication,Osteomyelitis,False,False,1995,43.67338003502627,0.033300844704353474,0.01007537615730529,3.3051713588090936,True
E1169,Type 2 diabetes mellitus with other specified complication,M86172,"Other acute osteomyelitis, left ankle and foot",5696,66152,8216,0.000804087633694,74.23918041633897,262.2493008899642,231.0093624453872,297.71388955516454,170.75570626959444,1.5358157371087606,0.0861047285040512,0.6932814021421616,0.0829450139794967,0.000793256592333,Endocrine/metabolic,Musculoskeletal,Diabetes mellitus with complication,Osteomyelitis,False,False,1903,41.65936952714536,0.030021067415730338,0.009378010828925979,3.2012191032166375,True
O26893,"Oth pregnancy related conditions, third trimester",Z6791,"Unspecified blood type, Rh negative",4378,29074,5653,0.0006180294347458,188.69421392998763,980.41844726457,827.4779446645389,1161.6265278542876,168.84930594621812,5.806470105224199,0.1505812753663066,0.7744560410401556,0.1442551649148242,0.0006147541385835,Pregnancy/childbirth,Factors/status,Other specified complications in pregnancy,Unacceptable PDX,False,True,1024,22.416812609457093,0.09593421653723161,0.010501841877352638,9.134989619689001,True
Z0542,Obs & eval of NB for suspected metabolic condition ruled out,Z833,Family history of diabetes mellitus,4164,10953,165845,0.0005878196816541,16.23834813766627,26.21901754342547,23.636192705010377,29.084078367525343,168.25118297065433,0.1558325895871916,0.3801698164886332,0.0251077813621152,0.0241203934335067,0.0005516202063952,Factors/status,Factors/status,"Encounter for observation and examination for conditions ruled out (excludes infectious disease, neoplasm, mental disorders)",Unacceptable PDX,True,False,725,15.871278458844133,0.14745437079731027,0.010817491447040115,13.631105836247901,True
E1169,Type 2 diabetes mellitus with other specified complication,M868X7,"Other osteomyelitis, ankle and foot",8597,66152,12805,0.0012136133052787,71.89372111033768,248.936998252722,225.08385958223147,275.317960222003,166.41157068567233,1.4959115957322968,0.1299582779054299,0.6713783678250683,0.1221859010801591,0.0011967326474613,Endocrine/metabolic,Musculoskeletal,Diabetes mellitus with complication,Osteomyelitis,False,False,2018,44.176882661996494,0.03268582063510527,0.00936276478530959,3.4910436590685405,True
E038,Other specified hypothyroidism,E230,Hypopituitarism,716,7467,5388,0.0001010756224938,126.06829565057797,160.61584387624148,129.00946392710426,199.96555693506187,164.95019786051347,0.9737232568345432,0.0958885764028391,0.1328878990348923,0.0589834417991597,0.000100273869587,Endocrine/metabolic,Endocrine/metabolic,Thyroid disorders,Pituitary disorders,True,False,367,8.03415061295972,0.12430167597765363,0.011401923119001723,10.90181670936724,True
S272XXA,"Traumatic hemopneumothorax, initial encounter",T797XXA,"Traumatic subcutaneous emphysema, initial encounter",933,5639,5344,0.0001317088767971,219.32073734911805,318.0387371484083,259.57569828065675,389.6691369682499,162.90624946924598,1.9522807638417137,0.1654548678843766,0.1745883233532934,0.0928358208955223,0.0001311083459107,Injury,Injury/poisoning,"Internal organ injury, initial encounter",Other specified injury,False,False,428,9.369527145359019,0.11361200428724544,0.010274986395023578,11.057144011623262,True
D352,Benign neoplasm of pituitary gland,E230,Hypopituitarism,551,5700,5388,7.77830558576923e-05,127.09128000494928,156.5956235283374,122.45389883145106,200.25650095454944,162.57400621783074,0.9632267000821584,0.0966666666666666,0.1022642910170749,0.052291923697447,7.717103073799358e-05,Neoplasm,Endocrine/metabolic,Benign neoplasms,Pituitary disorders,False,False,352,7.705779334500876,0.132486388384755,0.010564520056664462,12.540691642795267,True
I8510,Secondary esophageal varices without bleeding,K766,Portal hypertension,10691,16567,55750,0.001509217150952,81.99666391207764,283.53420457541944,259.54796962862946,309.737137528924,162.03564815572153,1.7498260895215714,0.6453190076658417,0.1917668161434977,0.1734819718949793,0.0014908113149223,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Other specified and unspecified liver disease,False,False,2003,43.848511383537655,0.06145355906837527,0.013044684318667722,4.711003928276866,True
K047,Periapical abscess without sinus,L03211,Cellulitis of face,2093,10363,10220,0.0002954626786028,139.99077956481105,220.0471666993555,191.2215904557269,253.21803598127005,160.72601671144085,1.3690824373157755,0.2019685419280131,0.2047945205479452,0.113196322336398,0.0002933520918947,Digestive,Skin,Disorders of teeth and gingiva,Skin and subcutaneous tissue infections,False,False,1102,24.124343257443083,0.055900621118012424,0.009686178543875785,5.771173932505749,True
E840,Cystic fibrosis with pulmonary manifestations,J329,"Chronic sinusitis, unspecified",1037,4088,16811,0.0001463902521314,106.890945522344,152.2531706814355,125.60653298348412,184.5527253395203,160.6638296061442,0.947650576079714,0.2536692759295499,0.0616858009636547,0.0522102507300372,0.0001450207231089,Endocrine/metabolic,Respiratory,Cystic fibrosis,Sinusitis,False,False,168,3.677758318739054,0.3240115718418515,0.009347236407552155,34.66388970113823,False
G8194,"Hemiplegia, unspecified affecting left nondominant side",I63411,Cereb infrc due to embolism of right middle cerebral artery,2883,40461,5174,0.0004069846643152,97.55470127442226,235.7752954684016,203.1895861889816,273.5868062721936,160.6378451514561,1.4677443864246484,0.0712537999555127,0.5572091225357557,0.0674354416167664,0.0004028128032055,Nervous,Circulatory,Paralysis (other than cerebral palsy),Cerebral infarction,False,False,938,20.53415061295972,0.08081859174471037,0.013233707026096851,6.107025913852878,True
G919,"Hydrocephalus, unspecified",Z982,Presence of cerebrospinal fluid drainage device,3176,10849,16414,0.0004483466159782,126.34060524198148,220.75165424910907,195.93178879109672,248.71560227358356,155.40180984539126,1.4205217717138183,0.2927458751958706,0.1934933593274034,0.1318553576618092,0.0004447979024422,Nervous,Factors/status,Other nervous system disorders (neither hereditary nor degenerative),Unacceptable PDX,False,False,1084,23.73029772329247,0.09193954659949623,0.007672289115807112,11.983326646290537,True
B372,Candidiasis of skin and nail,L22,Diaper dermatitis,768,10573,11052,0.0001084163101609,46.557398934639096,53.82412580483094,43.95938503290648,65.90257157796103,152.62428787947613,0.3526576703659028,0.0726378511302374,0.0694896851248642,0.0368221700148631,0.0001060876510726,Infectious,Skin,Other specified and unspecified skin disorders,Contact dermatitis,False,False,366,8.012259194395797,0.14322916666666666,0.005269484408449978,27.18086923969049,False
