code_a,desc_a,code_b,desc_b,n_both,n_a,n_b,support,lift,odds_ratio,or_ci_low,or_ci_high,or_adjusted,confounding_ratio,conf_a_to_b,conf_b_to_a,jaccard,leverage,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,same_chapter,obstetric,hospitals_contributing,pct_of_all_hospitals,top10_share_of_pairs,top10_share_of_discharges,concentration,hospital_dispersed
E1021,Type 1 diabetes mellitus with diabetic nephropathy,Z794,Long term (current) use of insulin,2972,4897,550187,0.0004195485335917,7.814028198945969,18.42662286167036,15.811399693872948,21.474406862145635,16.865310423018247,1.0925753751037506,0.6069021850112314,0.0054017997517207,0.0053829657750601,0.0003658568238986,Endocrine/metabolic,Factors/status,Diabetes mellitus with complication,Other specified status,False,False,1237,27.07968476357268,0.06224764468371467,0.013075882241253112,4.76049290864134,True
D6851,Activated protein C resistance,Z86718,Personal history of other venous thrombosis and embolism,4903,13567,217420,0.0006921421467699,11.77457321332707,18.26197816476473,16.621845628634738,20.063948008024934,16.856715097418807,1.0833651787566314,0.3613916119997051,0.0225508232913255,0.0216866297482351,0.0006333593667719,Blood/immune,Factors/status,Coagulation and hemorrhagic disorders,Unacceptable PDX,False,False,1697,37.149737302977236,0.04487048745665919,0.015282464720584489,2.9360766261885463,True
K2211,Ulcer of esophagus with bleeding,K3189,Other diseases of stomach and duodenum,603,7685,27132,8.512374352484294e-05,20.48605005471695,22.642562652966348,18.09956974709947,28.32584700394143,16.853644120221063,1.3434817118156497,0.0784645413142485,0.0222246793454223,0.0176243642953177,8.096853823648902e-05,Digestive,Digestive,Esophageal disorders,Other specified and unspecified disorders of stomach and duodenum,True,False,461,10.091943957968477,0.06633499170812604,0.009884518277959374,6.710998942259094,True
C50919,Malignant neoplasm of unsp site of unspecified female breast,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,2174,12793,62574,0.0003068972113151,19.23799553619611,23.76680329960625,20.977100738524232,26.927502809995715,16.85319817372535,1.4102251130387478,0.1699366841241303,0.0347428644484929,0.0297022939352123,0.0002909445508241,Neoplasm,Neoplasm,Breast cancer - all other types,Secondary malignancies,True,False,1104,24.16812609457093,0.05013799448022079,0.011669999385923243,4.296315091558529,True
D500,Iron deficiency anemia secondary to blood loss (chronic),K31819,Angiodysplasia of stomach and duodenum without bleeding,609,56571,3949,8.59707459479757e-05,19.310917155497453,22.900402006135767,18.17212768847964,28.85894381950071,16.841683582254166,1.359745413473127,0.0107652330699475,0.1542162572803241,0.010165078199329,8.151882140934748e-05,Blood/immune,Digestive,Nutritional anemia,Other specified and unspecified disorders of stomach and duodenum,False,False,460,10.070052539404553,0.07060755336617405,0.010117020443109317,6.979085765736959,True
C642,"Malignant neoplasm of left kidney, except renal pelvis",Z905,Acquired absence of kidney,888,7337,41672,0.0001253563586236,20.573903566375943,23.765261580148707,19.67619449964296,28.70411033917868,16.836092132137015,1.4115663773771574,0.1210303938939621,0.0213092724131311,0.0184534818478418,0.0001192633798061,Neoplasm,Factors/status,Urinary system cancers - kidney,Unacceptable PDX,False,False,608,13.309982486865149,0.07432432432432433,0.010571154908979002,7.030861335802979,True
I6389,Other cerebral infarction,R270,"Ataxia, unspecified",612,12402,15999,8.639424715954209e-05,21.849095067716043,23.821296358910992,19.10441434970433,29.702777056227752,16.82053970324505,1.4162028555073856,0.0493468795355587,0.0382523907744234,0.0220231026665227,8.24401132747389e-05,Circulatory,Symptoms/signs,Cerebral infarction,Nervous system signs and symptoms,False,False,451,9.873029772329247,0.08823529411764706,0.010446363218637442,8.446508346581876,True
G8191,"Hemiplegia, unspecified affecting right dominant side",R402213,"Coma scale, best verbal response, none, admit",644,36850,6424,9.091159341625016e-05,19.27123025763293,21.682838783219484,17.422122222427294,26.985546978534806,16.820169910432142,1.2890974882347317,0.0174762550881953,0.1002490660024906,0.0151067323481116,8.619411600557774e-05,Nervous,Symptoms/signs,Paralysis (other than cerebral palsy),Unacceptable PDX,False,False,308,6.742556917688266,0.17857142857142858,0.010747472580061139,16.615202061805377,True
D631,Anemia in chronic kidney disease,E1021,Type 1 diabetes mellitus with diabetic nephropathy,1690,228467,4897,0.0002385723491823,10.700392768646196,15.924809129725006,13.604548212001346,18.640791437267893,16.813215054793908,0.9471602592262331,0.0073971295635693,0.3451092505615683,0.0072947331163617,0.000216276686365,Blood/immune,Endocrine/metabolic,Unacceptable PDX,Diabetes mellitus with complication,False,False,861,18.84851138353765,0.06863905325443787,0.013087881442247493,5.244473947698823,True
D6959,Other secondary thrombocytopenia,I8511,Secondary esophageal varices with bleeding,1281,59823,7450,0.0001808350173388,20.36063255731926,24.89999156060062,21.178040032610905,29.276060426898013,16.80555090239748,1.481652800626035,0.0214131688481019,0.1719463087248322,0.019411443811371,0.0001719534161985,Blood/immune,Circulatory,Coagulation and hemorrhagic disorders,Other specified diseases of veins and lymphatics,False,False,787,17.228546409807354,0.05932864949258392,0.009692248727908236,6.121247107675922,True
K209,"Esophagitis, unspecified",K920,Hematemesis,1205,18707,24259,0.0001701063199791,18.809471962084974,21.038277813281905,17.938435964488104,24.67378617762678,16.79058738087125,1.252980454826128,0.0644143903351686,0.0496722865740549,0.028854673020282,0.0001610626679126,Digestive,Digestive,Esophageal disorders,Gastrointestinal hemorrhage,True,False,832,18.21366024518389,0.046473029045643155,0.006626946958590757,7.012735930442063,True
J80,Acute respiratory distress syndrome,K7200,Acute and subacute hepatic failure without coma,533,5748,35755,7.5242048588294e-05,18.371315889169576,20.45341549940689,16.102136829472972,25.980539727227647,16.789268170016417,1.2182434214693283,0.0927279053583855,0.014907006013145,0.0130095191603612,7.114642206691611e-05,Respiratory,Digestive,Respiratory failure; insufficiency; arrest,Hepatic failure,False,False,363,7.946584938704028,0.11632270168855535,0.012925115809935479,8.999741541900816,True
M869,"Osteomyelitis, unspecified",Z89422,Acquired absence of other left toe(s),893,21734,11868,0.0001260621939762,24.52453920598129,27.54215565866364,22.881221493117152,33.15252809183466,16.787125304033033,1.6406713573554346,0.0410876966964203,0.0752443545669026,0.0273013543672995,0.0001209219467766,Musculoskeletal,Factors/status,Osteomyelitis,Unacceptable PDX,False,False,639,13.98861646234676,0.0671892497200448,0.008252203441512012,8.141976890930119,True
F332,"Major depressv disorder, recurrent severe w/o psych features",Z915,Personal history of self-harm,12137,56315,65801,0.001713344734927,23.20178335674528,35.70280418117782,33.6858372952222,37.840538598704285,16.76699054500214,2.129350767232347,0.2155198437361271,0.1844500843452227,0.1103574318733576,0.0016394993451747,Mental/behavioural,Factors/status,Depressive disorders,Unacceptable PDX,False,False,1204,26.357267950963223,0.11955178380159842,0.0077780232516281855,15.370458525766487,True
C7931,Secondary malignant neoplasm of brain,J910,Malignant pleural effusion,1804,31799,18665,0.0002546653952219,21.53087471384159,25.100227497428595,21.97582392199745,28.668841844515743,16.76379400830365,1.497287993696155,0.0567313437529482,0.0966514867398875,0.0370735717221537,0.0002428374783998,Neoplasm,Respiratory,Secondary malignancies,Unacceptable PDX,False,False,895,19.592819614711033,0.08148558758314856,0.012438512917845706,6.551071508414809,True
E10621,Type 1 diabetes mellitus with foot ulcer,K3184,Gastroparesis,604,4055,53399,8.526491059536506e-05,19.759663916269187,23.31088294151932,18.492381902074843,29.38492544609665,16.762753549741614,1.3906356656945922,0.1489519112207151,0.0113110732410719,0.0106244503078276,8.094981136307692e-05,Endocrine/metabolic,Digestive,Diabetes mellitus with complication,Other specified and unspecified disorders of stomach and duodenum,False,False,465,10.179509632224168,0.061258278145695365,0.01027780973643402,5.960246367330544,True
F10220,"Alcohol dependence with intoxication, uncomplicated",K7010,Alcoholic hepatitis without ascites,505,4828,20465,7.128937061367444e-05,36.20586813301591,41.34838384275465,32.25225923605894,53.00989409437381,16.762574804603233,2.46670838607681,0.1045981772990886,0.0246762765697532,0.0203727610133935,6.932037016458242e-05,Mental/behavioural,Digestive,Alcohol-related disorders,Hepatitis,False,False,373,8.165499124343258,0.09504950495049505,0.005212452911959039,18.23508174671871,True
I609,"Nontraumatic subarachnoid hemorrhage, unspecified",R4701,Aphasia,962,6136,59712,0.0001358027218422,18.59921869323033,22.22240413429984,18.47405957296262,26.7312792598596,16.761528367006783,1.3257981997657318,0.1567796610169491,0.0161106645230439,0.0148260025275097,0.0001285011935317,Circulatory,Symptoms/signs,Acute hemorrhagic cerebrovascular disease,Nervous system signs and symptoms,False,False,485,10.617338003502628,0.104989604989605,0.01215349660246153,8.638633672579523,True
P612,Anemia of prematurity,P84,Other problems with newborn,2331,11921,13576,0.000329060441387,102.02917003028728,152.63686524607235,133.9801121537803,173.89157433609662,16.75178016292122,9.111680296755704,0.1955372871403405,0.1717000589275191,0.1006216006216006,0.0003258352809619,Perinatal,Perinatal,Hemorrhagic and hematologic disorders of newborn,Neonatal acidemia and hypoxia,True,True,607,13.288091068301226,0.11025311025311026,0.010707945800314944,10.296382920603453,True
E1169,Type 2 diabetes mellitus with other specified complication,I70262,"Athscl native arteries of extremities w gangrene, left leg",818,66152,4104,0.0001154746636871,21.34369323133656,26.73812758168537,21.77790687853532,32.82810742841079,16.746816230805486,1.5966096010835202,0.0123654613617124,0.199317738791423,0.01178029321121,0.0001100644161523,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Peripheral and visceral vascular disease,False,False,547,11.974605954465849,0.061124694376528114,0.007666924767127271,7.972517826000659,True
K660,Peritoneal adhesions (postprocedural) (postinfection),K8012,Calculus of GB w acute and chronic cholecyst w/o obstruction,591,38285,6021,8.34297386785774e-05,18.16171263969082,20.34300875348512,16.197230068131926,25.549924487310903,16.744871136469573,1.2148799825147036,0.0154368551652083,0.0981564524165421,0.0135193869381219,7.883602329866058e-05,Digestive,Digestive,Other specified and unspecified gastrointestinal disorders,Biliary tract disease,True,False,447,9.785464098073556,0.08967851099830795,0.00873047747644098,10.271890768895931,True
N132,Hydronephrosis with renal and ureteral calculous obstruction,Z87442,Personal history of urinary calculi,4555,20872,97694,0.0006430160062282,15.824245828133671,20.891446006089836,19.107502881115145,22.841944284448267,16.73619576081282,1.248279256807355,0.2182349559218091,0.0466251765717444,0.0399522853058038,0.0006023811467087,Genitourinary,Factors/status,Other specified and unspecified diseases of kidney and ureters,Unacceptable PDX,False,False,1583,34.65411558669002,0.03951701427003293,0.012460817314988201,3.171301951638503,True
D630,Anemia in neoplastic disease,D701,Agranulocytosis secondary to cancer chemotherapy,900,33253,9921,0.0001270503634699,19.325147842769173,21.72455156748804,18.05616443047308,26.138227895838984,16.720463902641292,1.2992792361494383,0.027065227197546,0.0907166616268521,0.021289681600984,0.0001204760094466,Blood/immune,Blood/immune,Unacceptable PDX,Conditions due to neoplasm or the treatment of neoplasm,True,False,546,11.952714535901926,0.14333333333333334,0.0068498497629451965,20.925033145793407,True
A4159,Other Gram-negative sepsis,N136,Pyonephrosis,1787,15789,45013,0.000252265555023,17.811420913543955,20.74549363906735,18.14980698218881,23.712401280681934,16.708430849055333,1.2416183079358567,0.1131800620685287,0.0396996423255504,0.0302804371769889,0.0002381024202429,Infectious,Genitourinary,Septicemia,Urinary tract infections,False,False,1008,22.066549912434326,0.039731393396754335,0.01156031257212755,3.4368788169749465,True
T8454XA,"Infect/inflm reaction due to internal left knee prosth, init",Z96652,Presence of left artificial knee joint,576,3652,50326,8.131223262074548e-05,22.20066067378697,26.48043980156576,20.86461024562104,33.607802102678406,16.70329574419758,1.5853422107289563,0.1577217962760131,0.0114453761475181,0.0107861128796674,7.76496284390261e-05,Injury/poisoning,Factors/status,"Complication of internal orthopedic device or implant, initial encounter",Unacceptable PDX,False,False,464,10.157618213660244,0.0642361111111111,0.005660658360866794,11.347816281439547,True
F88,Other disorders of psychological development,R1312,"Dysphagia, oropharyngeal phase",506,8833,31911,7.143053768419656e-05,12.7165256045837,13.641174895885593,10.7197808203924,17.358718023987336,16.701374561638694,0.8167695925590425,0.0572851805728518,0.0158566011720096,0.0125751776927282,6.581339508524255e-05,Mental/behavioural,Symptoms/signs,Neurodevelopmental disorders,Dysphagia,False,False,123,2.692644483362522,0.3715415019762846,0.005126623333081585,72.47294716948768,False
E11622,Type 2 diabetes mellitus with other skin ulcer,L03115,Cellulitis of right lower limb,2440,10127,95616,0.0003444476520739,17.850280396461592,23.78340203283226,21.03820958317485,26.88680374720215,16.691103333239198,1.4249149117343989,0.2409400612224745,0.0255187416331994,0.0236198367907998,0.0003251511679614,Endocrine/metabolic,Skin,Diabetes mellitus with complication,Skin and subcutaneous tissue infections,False,False,1321,28.918563922942205,0.03155737704918033,0.006628782130507545,4.7606598660022765,True
P285,Respiratory failure of newborn,Q250,Patent ductus arteriosus,1859,9497,14287,0.0002624295841006,97.05513201190011,138.32151828074308,119.88327610574198,159.59559198744276,16.685694995721413,8.289826603938993,0.1957460250605454,0.1301182893539581,0.0847890535917901,0.0002597256613027,Perinatal,Congenital,Respiratory perinatal condition,Cardiac and circulatory congenital anomalies,False,True,421,9.216287215411558,0.157073695535234,0.005953438865129687,26.38369169376066,False
I69391,Dysphagia following cerebral infarction,Z7409,Other reduced mobility,617,15061,12359,8.710008251215273e-05,23.48089361482685,25.691777436269785,20.61554190739364,32.017951834586114,16.68556959046264,1.5397602878930206,0.040966735276542,0.0499231329395582,0.0230198112151624,8.33906801384222e-05,Circulatory,Factors/status,Sequela of cerebral infarction and other cerebrovascular disease,Unacceptable PDX,False,False,166,3.633975481611208,0.24311183144246354,0.005473188491213409,44.41868425192232,False
J151,Pneumonia due to Pseudomonas,Y95,Nosocomial condition,1387,11026,46637,0.0001957987268141,19.10708627417017,22.354130354942583,19.200457915516328,26.025793037047347,16.680584064315802,1.3401287550094845,0.125793578813713,0.0297403349272037,0.0246463856706233,0.0001855512864664,Respiratory,External cause,Pneumonia (except that caused by tuberculosis),Unacceptable PDX,False,False,762,16.681260945709283,0.09444844989185291,0.008976814014502094,10.521377600033922,True
D65,Disseminated intravascular coagulation,R570,Cardiogenic shock,860,8732,38367,0.000121403680649,18.184169868648453,20.508910935501056,16.966976829731745,24.79024000452796,16.67145620666051,1.2301811360250237,0.0984883188273018,0.0224150963067219,0.018599018144856,0.0001147273417495,Blood/immune,Symptoms/signs,Coagulation and hemorrhagic disorders,Shock,False,False,507,11.098949211908932,0.09883720930232558,0.012290287493797472,8.041895631180772,True
R200,Anesthesia of skin,R29700,NIHSS score 0,693,19067,14225,9.78287798718344e-05,18.099442194544203,19.66601350656764,15.987056085406827,24.19157630863213,16.67126223318328,1.1796355447773752,0.0363455184349924,0.0487170474516696,0.0212583208073867,9.24237083331478e-05,Symptoms/signs,Symptoms/signs,Skin/Subcutaneous signs and symptoms,Unacceptable PDX,True,False,489,10.704903677758319,0.0707070707070707,0.008790896982624452,8.04321457148525,True
F1021,"Alcohol dependence, in remission",K7031,Alcoholic cirrhosis of liver with ascites,2548,20761,34487,0.0003596936956903,25.20938992756865,30.80255411004653,27.474109259045623,34.53423478651854,16.66925745399738,1.8478660009333476,0.1227301189730745,0.0738829124017745,0.0483491461100569,0.0003454254529156,Mental/behavioural,Digestive,Mental and substance use disorders in remission,Other specified and unspecified liver disease,False,False,1174,25.700525394045535,0.06200941915227629,0.011889937681796718,5.215285463372243,True
R200,Anesthesia of skin,R29702,NIHSS score 2,540,19067,10925,7.62302180819489e-05,18.36354591582927,19.815666528930045,15.685110141206104,25.033974033386347,16.66798008425936,1.1888463046367117,0.0283211831960979,0.0494279176201373,0.0183349178324052,7.207904714626164e-05,Symptoms/signs,Symptoms/signs,Skin/Subcutaneous signs and symptoms,Unacceptable PDX,True,False,416,9.106830122591944,0.06481481481481481,0.010611811025289375,6.107799569776768,True
L89154,"Pressure ulcer of sacral region, stage 4",Z89612,Acquired absence of left leg above knee,525,18334,9798,7.411271202411698e-05,20.702902597785624,22.45164190452428,17.70323515416945,28.473678388114887,16.638481112028327,1.349380496534235,0.0286353223519144,0.0535823637477036,0.0190169159995653,7.053288974199679e-05,Skin,Factors/status,Pressure ulcer of skin,Unacceptable PDX,False,False,396,8.669001751313486,0.07809523809523809,0.009240231768096383,8.451653600819453,True
P220,Respiratory distress syndrome of newborn,P7883,Newborn esophageal reflux,1296,21752,4250,0.0001829525233966,99.30782597408216,151.42810934844397,126.7479089602368,180.9140086724273,16.636448834521545,9.102189466914496,0.0595807282089003,0.3049411764705882,0.0524568930624139,0.0001811102463998,Perinatal,Perinatal,Respiratory distress syndrome,Neonatal digestive and feeding disorders,True,True,515,11.274080560420316,0.125,0.010897815510167205,11.47018867069095,True
R1312,"Dysphagia, oropharyngeal phase",R414,Neurologic neglect syndrome,664,31911,6648,9.373493482669272e-05,22.171917412753075,25.03738453842788,20.178556584045,31.06617769780264,16.634960329074097,1.5051063569215894,0.0208078718937043,0.0998796630565583,0.0175221005409684,8.950729257628558e-05,Symptoms/signs,Symptoms/signs,Dysphagia,Nervous system signs and symptoms,True,False,302,6.611208406304729,0.17921686746987953,0.008334927344837978,21.501911181130193,True
R402142,"Coma scale, eyes open, spontaneous, EMR",S0219XA,"Oth fracture of base of skull, init for clos fx",542,36211,5797,7.651255222299315e-05,18.29035207351168,20.380068451523687,16.074691005884954,25.838580034709977,16.630662819990988,1.2254513648743877,0.0149678274557454,0.0934966361911333,0.0130709496937249,7.23293330090886e-05,Symptoms/signs,Injury,Unacceptable PDX,"Fracture of head and neck, initial encounter",False,False,256,5.604203152364273,0.14575645756457564,0.008472565238597053,17.203344377990415,True
A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,R6521,Severe sepsis with septic shock,3558,13729,122730,0.0005022724369177,14.958322836794416,20.40549988268029,18.409652686841618,22.61772302525175,16.628310119241657,1.2271541567575055,0.25915944351373,0.0289904668785138,0.0267718075860979,0.0004686943117229,Infectious,Symptoms/signs,Septicemia,Unacceptable PDX,False,False,1406,30.779334500875656,0.04328274311410905,0.012827145862993123,3.3743081724034694,True
K5521,Angiodysplasia of colon with hemorrhage,K5730,Dvrtclos of lg int w/o perforation or abscess w/o bleeding,1022,5513,55162,0.0001442727460736,23.80616815916114,29.53544933071529,24.60867091512868,35.44859330988738,16.61878764700378,1.7772324887995228,0.1853800108833665,0.0185272470178746,0.0171324158047373,0.0001382124366147,Digestive,Digestive,Other specified and unspecified gastrointestinal disorders,Diverticulosis and diverticulitis,True,False,683,14.95183887915937,0.05283757338551859,0.006404326488377362,8.250293529133588,True
G809,"Cerebral palsy, unspecified",Z7401,Bed confinement status,740,13728,37247,0.0001044636321863,10.251791097144414,10.98398206710132,8.998738003135365,13.407197988025317,16.614990134079235,0.6610886903009303,0.0539044289044289,0.0198673718688753,0.0147307654026077,9.42738388910865e-05,Nervous,Factors/status,Cerebral palsy,Unacceptable PDX,False,False,537,11.75569176882662,0.05540540540540541,0.00938337517760582,5.9046349907904,True
I890,"Lymphedema, not elsewhere classified",L03115,Cellulitis of right lower limb,7345,34318,95616,0.001036872132985,15.85644612763709,21.475767546064624,20.003355654708862,23.05656109174025,16.60734310941202,1.293148904347829,0.2140276239874118,0.0768176874163319,0.059915653117327,0.0009714809271222,Circulatory,Skin,Other specified diseases of veins and lymphatics,Skin and subcutaneous tissue infections,False,False,2269,49.671628721541154,0.024370319945541185,0.008438826308742264,2.8878802636682512,True
H9190,"Unspecified hearing loss, unspecified ear",Z974,Presence of external hearing-aid,1267,78816,4041,0.0001788586783515,28.179934017645763,41.24959693716737,34.51703600726585,49.29534642315739,16.603209526208556,2.4844351251517915,0.0160754161591555,0.3135362534026231,0.0155288638313518,0.0001725116557417,Eye/ear,Factors/status,Hearing loss,Unacceptable PDX,False,False,575,12.587565674255691,0.12312549329123915,0.007232694858201207,17.023460232340124,True
E512,Wernicke's encephalopathy,F10239,"Alcohol dependence with withdrawal, unspecified",825,3683,68189,0.0001164628331807,23.270435217297667,30.063301589925285,24.429990497626385,36.99559779094542,16.592233805268506,1.8118899445823464,0.2240021721422753,0.0120987256009033,0.011612031472124,0.0001114580779154,Endocrine/metabolic,Mental/behavioural,Nutritional deficiencies,Alcohol-related disorders,False,False,576,12.609457092819614,0.09090909090909091,0.008364854763788671,10.867981988478148,True
I69322,Dysarthria following cerebral infarction,R1312,"Dysphagia, oropharyngeal phase",1143,11697,31911,0.0001613539616067,21.69191650614512,24.79405306899062,21.01371982119854,29.254461980965942,16.586942061864644,1.4947934933706135,0.0977173634265196,0.0358183698411206,0.026916283998587,0.0001539155242718,Circulatory,Symptoms/signs,Sequela of cerebral infarction and other cerebrovascular disease,Dysphagia,False,False,504,11.033274956217163,0.1111111111111111,0.006999910358910218,15.87321914339621,True
R29702,NIHSS score 2,R4701,Aphasia,1836,10925,59712,0.0002591827414786,19.936834839265085,24.48931473430933,21.38648907539597,28.04230905043754,16.580273890800093,1.4770150900762702,0.1680549199084668,0.0307475884244373,0.0266856586386825,0.0002461825464342,Symptoms/signs,Symptoms/signs,Unacceptable PDX,Nervous system signs and symptoms,True,False,926,20.271453590192646,0.06209150326797386,0.012634170477589374,4.914569055254749,True
A403,Sepsis due to Streptococcus pneumoniae,R6521,Severe sepsis with septic shock,1132,4160,122730,0.000159801123831,15.706121747864293,21.397833516783017,17.825394883380437,25.686234846828363,16.576828190790525,1.290827972064696,0.2721153846153846,0.0092234987370651,0.0090014154169118,0.0001496266755237,Infectious,Symptoms/signs,Septicemia,Unacceptable PDX,False,False,784,17.162872154115586,0.03975265017667844,0.009559692848687958,4.158360609058103,True
P220,Respiratory distress syndrome of newborn,P369,"Bacterial sepsis of newborn, unspecified",2277,21752,7678,0.0003214374195788,96.57891584056163,152.77564305100938,133.36845253272193,175.00688256034812,16.562976906634955,9.223924172097895,0.1046800294225818,0.2965616045845272,0.0838581372224063,0.0003181091836302,Perinatal,Perinatal,Respiratory distress syndrome,Perinatal infections,True,True,739,16.177758318739055,0.08168642951251646,0.008316716792740625,9.821956373916414,True
I878,Other specified disorders of veins,L03116,Cellulitis of left lower limb,6223,27063,97414,0.0008784826798592,16.721263257181487,22.810127233669103,21.109541679623185,24.647712030546582,16.548411590311773,1.3783877146869634,0.2299449432804936,0.0638819882152462,0.0526240127183858,0.0008259458190761,Circulatory,Skin,Other specified diseases of veins and lymphatics,Skin and subcutaneous tissue infections,False,False,2093,45.81873905429072,0.0263538486260646,0.010518358424603726,2.5055096586573553,True
F332,"Major depressv disorder, recurrent severe w/o psych features",T424X2A,"Poisoning by benzodiazepines, intentional self-harm, init",870,56315,4864,0.0001228153513542,22.49925798463296,27.60536005943433,22.674803794771893,33.60804842715855,16.544780953821977,1.6685237560100348,0.0154488147030098,0.1788651315789473,0.0144257076058299,0.0001173567112765,Mental/behavioural,Injury/poisoning,Depressive disorders,Suicidal ideation/attempt/intentional self-harm,False,False,532,11.646234676007005,0.06896551724137931,0.005260449715936562,13.110194178350929,True
E43,Unspecified severe protein-calorie malnutrition,R64,Cachexia,21612,178935,61054,0.0030509027281242,14.013678072105591,23.91192946522394,22.83244849016161,25.04244654252575,16.53153357961952,1.4464435105224085,0.1207812892949953,0.3539817210993546,0.0989664662487349,0.0028331938074235,Endocrine/metabolic,Symptoms/signs,Malnutrition,Other general signs and symptoms,False,False,2402,52.58318739054291,0.050712567092356095,0.012351977503615642,4.105623336628619,True
D500,Iron deficiency anemia secondary to blood loss (chronic),K5521,Angiodysplasia of colon with hemorrhage,857,56571,5513,0.0001209801794374,19.465500339376952,23.211482884330383,19.08997293582514,28.222823547249547,16.526620745069096,1.40449056358093,0.0151491046649343,0.155450752766189,0.0139970927858624,0.0001147650718199,Blood/immune,Digestive,Nutritional anemia,Other specified and unspecified gastrointestinal disorders,False,False,610,13.353765323992995,0.06301050175029171,0.011801002427367778,5.339419438145667,True
C169,"Malignant neoplasm of stomach, unspecified",G893,Neoplasm related pain (acute) (chronic),517,4523,41229,7.298337545993996e-05,19.639379023779156,22.330677547664816,17.46943765796766,28.54466008013414,16.5249410502788,1.3513317523930328,0.1143046650453239,0.012539717189357,0.011429203050735,6.926720014851221e-05,Neoplasm,Nervous,Gastrointestinal cancers - stomach,Conditions due to neoplasm or the treatment of neoplasm,False,False,352,7.705779334500876,0.11218568665377177,0.011674234398038908,9.609682556366801,True
F1410,"Cocaine abuse, uncomplicated",Z7151,Drug abuse counseling and surveillance of drug abuser,1006,46738,4717,0.0001420140729452,32.32425899429014,41.70633260342361,34.58105211233465,50.29974720193564,16.5151053987757,2.5253446221733102,0.021524241516539,0.2132711469154123,0.0199409304446074,0.0001376206521101,Mental/behavioural,Factors/status,Stimulant-related disorders,Unacceptable PDX,False,False,336,7.355516637478108,0.3091451292246521,0.005073685681635787,60.93107626741706,False
K210,Gastro-esophageal reflux disease with esophagitis,K269,"Duodenal ulcer, unsp as acute or chronic, w/o hemor or perf",1234,42127,11202,0.0001742001650243,18.52361117586615,21.29452615934847,18.14951352883207,24.98451782913195,16.51359258300741,1.2895150496361811,0.0292923778099556,0.1101589001963935,0.0236874940013437,0.0001647959423071,Digestive,Digestive,Esophageal disorders,Gastroduodenal ulcer,True,False,803,17.57880910683012,0.050243111831442464,0.007444727798125442,6.748817847187578,True
D61818,Other pancytopenia,R5081,Fever presenting with conditions classified elsewhere,4038,70286,27187,0.0005700326307683,14.969344969307471,18.407830944552728,16.799425617957787,20.170227708322376,16.495202158293207,1.1159506120570897,0.0574509859716017,0.1485268694596682,0.043217209825012,0.0005319526324827,Blood/immune,Symptoms/signs,Aplastic anemia,Unacceptable PDX,False,False,1287,28.174255691768828,0.10574541852402179,0.011382159729128625,9.290452870152901,True
G9349,Other encephalopathy,I615,"Nontraumatic intracerebral hemorrhage, intraventricular",530,28420,6695,7.481854737672762e-05,19.73185031525937,21.747126546654844,17.131863695222826,27.605724715641838,16.48981639168312,1.318821630883854,0.0186488388458831,0.0791635548917102,0.0153245626716784,7.102678197301037e-05,Nervous,Circulatory,Other nervous system disorders (neither hereditary nor degenerative),Acute hemorrhagic cerebrovascular disease,False,False,300,6.567425569176883,0.1641509433962264,0.010980821747634217,14.948876064907639,True
K259,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf",K264,Chronic or unspecified duodenal ulcer with hemorrhage,706,17003,14683,9.966395178862208e-05,20.03230597591479,21.87382908054436,17.807698313084263,26.868402094015416,16.470406030322305,1.3280686001470914,0.0415220843380579,0.0480828168630388,0.0227888960619754,9.468879057111424e-05,Digestive,Digestive,Gastroduodenal ulcer,Gastrointestinal hemorrhage,True,False,545,11.930823117338004,0.059490084985835696,0.010845866028215063,5.485047006027434,True
R270,"Ataxia, unspecified",R29701,NIHSS score 1,571,15999,11797,8.060639726813485e-05,21.430795298021376,23.283188243925505,18.53557646839741,29.246830047414303,16.46707978715226,1.4139233273218983,0.035689730608163,0.0484021361363058,0.0209733700642791,7.684515573942793e-05,Symptoms/signs,Symptoms/signs,Nervous system signs and symptoms,Unacceptable PDX,True,False,419,9.172504378283712,0.09281961471103327,0.011215159084700948,8.276263761398825,True
K259,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf",K2970,"Gastritis, unspecified, without bleeding",2682,17003,66320,0.0003786100831403,16.848269423042993,20.612260220084547,18.4300079876307,23.05290760946105,16.46296274830896,1.2520383199070164,0.1577368699641239,0.0404402895054282,0.0332585161394327,0.0003561383340464,Digestive,Digestive,Gastroduodenal ulcer,Gastritis and duodenitis,True,False,1303,28.524518388791595,0.04660700969425802,0.010021168002224794,4.650856036333372,True
D684,Acquired coagulation factor deficiency,R578,Other shock,857,15498,20170,0.0001209801794374,19.42074405557664,21.37542432366488,17.72173098878246,25.78240044981718,16.45811124239444,1.298777484782332,0.0552974577364821,0.0424888448190381,0.0246186550228376,0.0001147507487271,Blood/immune,Symptoms/signs,Coagulation and hemorrhagic disorders,Shock,False,False,493,10.792469352014011,0.11085180863477247,0.010456950748926601,10.60077753987235,True
