_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Coagulation and hemorrhagic disorders | Noninfectious hepatitis,D6959,Other secondary thrombocytopenia,K7581,Nonalcoholic steatohepatitis (NASH),2295,10.862468025579128,12.294056284266295,9.70618161851981,1.2666212901692169,Blood/immune,Digestive,Coagulation and hemorrhagic disorders,Noninfectious hepatitis,3,17.411302202844976
Hepatic failure | Other specified status,K7200,Acute and subacute hepatic failure without coma,Z9911,Dependence on respirator [ventilator] status,1038,10.648781501350268,11.50678691996768,9.698645685908565,1.1864323424750134,Digestive,Factors/status,Hepatic failure,Other specified status,1,10.648781501350268
"Complication of other surgical or medical care, injury, initial encounter | Unacceptable PDX",T80211A,"Bloodstream infection due to central venous catheter, init",Z992,Dependence on renal dialysis,2033,8.987061437729668,11.278919460565897,9.678551398607866,1.1653520238770674,Injury/poisoning,Factors/status,"Complication of other surgical or medical care, injury, initial encounter",Unacceptable PDX,9,27.739636788793742
Obesity | Other specified diseases of veins and lymphatics,E662,Morbid (severe) obesity with alveolar hypoventilation,I890,"Lymphedema, not elsewhere classified",2286,12.044524993578056,13.568533386665449,9.640284503671584,1.4074826714395987,Endocrine/metabolic,Circulatory,Obesity,Other specified diseases of veins and lymphatics,2,12.044524993578056
Diverticulosis and diverticulitis | Shock,K5731,Dvrtclos of lg int w/o perforation or abscess w bleeding,R578,Other shock,543,12.129003309684888,12.857083026612584,9.626692381550116,1.3355659988942434,Digestive,Symptoms/signs,Diverticulosis and diverticulitis,Shock,1,12.129003309684888
Skin/Subcutaneous signs and symptoms | Spondylopathies/spondyloarthropathy (including infective),M4802,"Spinal stenosis, cervical region",R202,Paresthesia of skin,950,11.04586852012485,11.99903492526749,9.622522544214668,1.2469739478533772,Musculoskeletal,Symptoms/signs,Spondylopathies/spondyloarthropathy (including infective),Skin/Subcutaneous signs and symptoms,1,11.04586852012485
Opioid-related disorders | Skin and subcutaneous tissue infections,F1110,"Opioid abuse, uncomplicated",L03114,Cellulitis of left upper limb,1024,14.477514545300886,15.846931442538626,9.5942457439952,1.6517120642294187,Mental/behavioural,Skin,Opioid-related disorders,Skin and subcutaneous tissue infections,6,14.477514545300886
Hemorrhoids | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),K648,Other hemorrhoids,3133,10.681879678093376,12.207045471522706,9.570972510522113,1.2754237312982095,Blood/immune,Digestive,Nutritional anemia,Hemorrhoids,2,10.681879678093376
Acute phlebitis; thrombophlebitis and thromboembolism | Chronic kidney disease,I82C11,Acute embolism and thrombosis of right internal jugular vein,N186,End stage renal disease,1128,9.188202101436485,12.446030199095864,9.552128687357438,1.3029588070320497,Circulatory,Genitourinary,Acute phlebitis; thrombophlebitis and thromboembolism,Chronic kidney disease,3,9.188202101436485
Leukemia - chronic lymphocytic leukemia (CLL) | Unacceptable PDX,C9110,Chronic lymphocytic leuk of B-cell type not achieve remis,D630,Anemia in neoplastic disease,873,12.81865508655015,13.921651262132576,9.549618333248986,1.457822792106931,Neoplasm,Blood/immune,Leukemia - chronic lymphocytic leukemia (CLL),Unacceptable PDX,1,12.81865508655015
Fluid and electrolyte disorders | Postprocedural or postoperative digestive system complication,E870,Hyperosmolality and hypernatremia,K9423,Gastrostomy malfunction,1375,9.695427057229466,11.615522198586827,9.533405371767149,1.2184022126013647,Endocrine/metabolic,Digestive,Fluid and electrolyte disorders,Postprocedural or postoperative digestive system complication,1,9.695427057229466
Abdominal pain and other digestive/abdomen signs and symptoms | Other specified and unspecified disorders of stomach and duodenum,K3189,Other diseases of stomach and duodenum,R188,Other ascites,3132,10.79617147790672,12.553925362235972,9.53133857035536,1.3171209132452335,Digestive,Symptoms/signs,Other specified and unspecified disorders of stomach and duodenum,Abdominal pain and other digestive/abdomen signs and symptoms,2,16.322726716839746
"Acute posthemorrhagic anemia | Fracture of the neck of the femur (hip), initial encounter",D62,Acute posthemorrhagic anemia,S72142A,"Displaced intertrochanteric fracture of left femur, init",6152,7.645944832927546,13.18108257711732,9.515097061285784,1.3852809374638315,Blood/immune,Injury,Acute posthemorrhagic anemia,"Fracture of the neck of the femur (hip), initial encounter",2,7.693646047146474
Cardiac dysrhythmias | Unacceptable PDX,I472,Ventricular tachycardia,Z95810,Presence of automatic (implantable) cardiac defibrillator,14378,12.048147019279332,16.524138208417696,9.478634152661002,1.743303723119091,Circulatory,Factors/status,Cardiac dysrhythmias,Unacceptable PDX,5,28.9053366928546
Malaise and fatigue | Other aftercare encounter,R531,Weakness,Z4789,Encounter for other orthopedic aftercare,753,11.143850182157202,13.398701143657576,9.435696341389264,1.4200013076814233,Symptoms/signs,Factors/status,Malaise and fatigue,Other aftercare encounter,1,11.143850182157202
Genitourinary signs and symptoms | Paralysis (other than cerebral palsy),G834,Cauda equina syndrome,R339,"Retention of urine, unspecified",663,9.560918712035374,11.163614201843696,9.42215304024905,1.1848262445064903,Nervous,Symptoms/signs,Paralysis (other than cerebral palsy),Genitourinary signs and symptoms,1,9.560918712035374
"Acute and unspecified renal failure | Complication of transplanted organs or tissue, initial encounter",N170,Acute kidney failure with tubular necrosis,T8619,Other complication of kidney transplant,1168,10.22053119297016,11.931924599077464,9.411042333781085,1.267864299818059,Genitourinary,Injury/poisoning,Acute and unspecified renal failure,"Complication of transplanted organs or tissue, initial encounter",1,10.22053119297016
Chronic obstructive pulmonary disease and bronchiectasis | Septicemia,A403,Sepsis due to Streptococcus pneumoniae,J440,Chr obstructive pulmon disease with (acute) lower resp infct,971,9.265962688089605,11.846020865408423,9.410709829050871,1.2587808019369318,Infectious,Respiratory,Septicemia,Chronic obstructive pulmonary disease and bronchiectasis,1,9.265962688089605
Coagulation and hemorrhagic disorders | Other specified and unspecified nutritional and metabolic disorders,D684,Acquired coagulation factor deficiency,E8809,"Oth disorders of plasma-protein metabolism, NEC",1082,10.560056051199204,11.525452186564204,9.40708168816014,1.2251889128453377,Blood/immune,Endocrine/metabolic,Coagulation and hemorrhagic disorders,Other specified and unspecified nutritional and metabolic disorders,4,10.560056051199204
Other and ill-defined heart disease | Shock,I513,"Intracardiac thrombosis, not elsewhere classified",R570,Cardiogenic shock,738,12.548022368570306,13.641460637448256,9.396240476563484,1.451799863091349,Circulatory,Symptoms/signs,Other and ill-defined heart disease,Shock,2,13.310836168508208
Other general signs and symptoms | Respiratory cancers,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",R590,Localized enlarged lymph nodes,524,11.661118312633194,12.372795887210591,9.3465197778123,1.3237864126262664,Neoplasm,Symptoms/signs,Respiratory cancers,Other general signs and symptoms,1,11.661118312633194
Aplastic anemia | Other specified and unspecified disorders of stomach and duodenum,D61818,Other pancytopenia,K3189,Other diseases of stomach and duodenum,2846,10.57184669733507,12.146608243424788,9.341240562714066,1.3003206760254582,Blood/immune,Digestive,Aplastic anemia,Other specified and unspecified disorders of stomach and duodenum,1,10.57184669733507
Coma; stupor; and brain damage | Fluid and electrolyte disorders,E870,Hyperosmolality and hypernatremia,G931,"Anoxic brain damage, not elsewhere classified",3950,9.083164316842016,10.945331924998234,9.331683788671365,1.1729214333522353,Endocrine/metabolic,Nervous,Fluid and electrolyte disorders,Coma; stupor; and brain damage,3,17.482858574216294
Abdominal pain and other digestive/abdomen signs and symptoms | Gastrointestinal and biliary perforation,K631,Perforation of intestine (nontraumatic),R188,Other ascites,991,10.650853337165266,12.040758698844542,9.330241094514587,1.2905088493290395,Digestive,Symptoms/signs,Gastrointestinal and biliary perforation,Abdominal pain and other digestive/abdomen signs and symptoms,1,10.650853337165266
Diabetes mellitus with complication | Esophageal disorders,E1043,Type 1 diabetes w diabetic autonomic (poly)neuropathy,K210,Gastro-esophageal reflux disease with esophagitis,595,7.895467794158621,8.345403737023487,9.302252228105464,0.8971379760923927,Endocrine/metabolic,Digestive,Diabetes mellitus with complication,Esophageal disorders,1,7.895467794158621
Other specified and unspecified nutritional and metabolic disorders | Secondary malignancies,C7951,Secondary malignant neoplasm of bone,E8352,Hypercalcemia,4048,10.648075393516796,12.413618646177568,9.27350704249095,1.3386110119180064,Neoplasm,Endocrine/metabolic,Secondary malignancies,Other specified and unspecified nutritional and metabolic disorders,4,10.648075393516796
Female reproductive system cancers - ovary | Unacceptable PDX,C569,Malignant neoplasm of unspecified ovary,Z9221,Personal history of antineoplastic chemotherapy,1385,12.338981045051776,14.93539267200987,9.255759713467029,1.6136322824239957,Neoplasm,Factors/status,Female reproductive system cancers - ovary,Unacceptable PDX,4,110.80777495438024
Benign neoplasms | Unacceptable PDX,D259,"Leiomyoma of uterus, unspecified",Z5331,Laparoscopic surgical procedure converted to open procedure,577,9.816981894395514,10.39241217078946,9.24984720888082,1.1235225767633932,Neoplasm,Factors/status,Benign neoplasms,Unacceptable PDX,1,9.816981894395514
Secondary malignancies | Unacceptable PDX,C7951,Secondary malignant neoplasm of bone,Z923,Personal history of irradiation,10689,10.8640646344304,14.092603074031528,9.244082699290717,1.5244998917104922,Neoplasm,Factors/status,Secondary malignancies,Unacceptable PDX,76,162.51985327349013
"Internal organ injury, initial encounter | Pleurisy, pleural effusion and pulmonary collapse",J90,"Pleural effusion, not elsewhere classified",S272XXA,"Traumatic hemopneumothorax, initial encounter",851,8.46141270286386,9.851883941476494,9.240539743569611,1.066158927386499,Respiratory,Injury,"Pleurisy, pleural effusion and pulmonary collapse","Internal organ injury, initial encounter",3,13.018313867824212
Gastritis and duodenitis | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),K2971,"Gastritis, unspecified, with bleeding",958,10.454984790269448,11.499387708581438,9.220700805521329,1.2471273009634625,Blood/immune,Digestive,Nutritional anemia,Gastritis and duodenitis,1,10.454984790269448
Other specified and unspecified liver disease | Shock,K766,Portal hypertension,R578,Other shock,1732,10.91097888574916,12.192687847754852,9.21473308625098,1.3231731981414836,Digestive,Symptoms/signs,Other specified and unspecified liver disease,Shock,3,23.45238172525329
Pulmonary heart disease | Shock,I2722,Pulmonary hypertension due to left heart disease,R570,Cardiogenic shock,872,11.802636491521746,12.815412866837828,9.186869209934407,1.3949706449482944,Circulatory,Symptoms/signs,Pulmonary heart disease,Shock,2,11.802636491521746
Coagulation and hemorrhagic disorders | Mental and substance use disorders in remission,D684,Acquired coagulation factor deficiency,F1021,"Alcohol dependence, in remission",623,13.7161024159894,14.669459281190804,9.18625320692807,1.5968925470209574,Blood/immune,Mental/behavioural,Coagulation and hemorrhagic disorders,Mental and substance use disorders in remission,1,13.7161024159894
"Diabetes mellitus with complication | Effect of other external causes, initial encounter",E11649,Type 2 diabetes mellitus with hypoglycemia without coma,T68XXXA,"Hypothermia, initial encounter",703,10.17754922503812,11.371192652087904,9.158283694650429,1.2416292212841245,Endocrine/metabolic,Injury/poisoning,Diabetes mellitus with complication,"Effect of other external causes, initial encounter",1,10.17754922503812
"Complication of cardiovascular device, implant or graft, initial encounter | Unacceptable PDX",T82855A,"Stenosis of coronary artery stent, initial encounter",Z955,Presence of coronary angioplasty implant and graft,6159,9.657420907034156,16.639365407778808,9.15357902013453,1.8177988490816848,Injury/poisoning,Factors/status,"Complication of cardiovascular device, implant or graft, initial encounter",Unacceptable PDX,11,39.91940768327368
Myocarditis and cardiomyopathy | Shock,I420,Dilated cardiomyopathy,R570,Cardiogenic shock,3012,11.872880826667286,13.611982529454222,9.135602590659213,1.489992848788314,Circulatory,Symptoms/signs,Myocarditis and cardiomyopathy,Shock,2,11.872880826667286
Conditions due to neoplasm or the treatment of neoplasm | Respiratory signs and symptoms,D61810,Antineoplastic chemotherapy induced pancytopenia,R040,Epistaxis,990,10.636221695224505,11.44457389352433,9.130480820264385,1.2534470110406453,Blood/immune,Symptoms/signs,Conditions due to neoplasm or the treatment of neoplasm,Respiratory signs and symptoms,1,10.636221695224505
Other specified and unspecified nutritional and metabolic disorders | Proteinuria,E8809,"Oth disorders of plasma-protein metabolism, NEC",R809,"Proteinuria, unspecified",763,10.099664093228402,10.918747712970012,9.127357128008216,1.1962660778841152,Endocrine/metabolic,Symptoms/signs,Other specified and unspecified nutritional and metabolic disorders,Proteinuria,1,10.099664093228402
